cluster	gene	avg_log2FC	pct.1	pct.2	pct.diff	p_val	p_val_adj
0	Tbc1d2b	1.20875090191247	0.318	0.107	0.211	3.36990222902704e-08	0.000791657431643033
0	Zeb2	1.03328902005857	0.609	0.343	0.266	3.69646490828794e-08	0.000868373536255003
0	Nacc2	1.36300399403803	0.327	0.116	0.211	4.70851223197737e-08	0.00110612369353612
0	Paqr8	1.00882254544032	0.391	0.151	0.24	4.75923465352847e-08	0.00111803940480691
0	Tmtc2	1.04198131037784	0.682	0.445	0.237	4.79484347059524e-08	0.00112640462811223
0	Crtac1	1.22858682799495	0.627	0.371	0.256	5.19397244901618e-08	0.00122016800772288
0	Kcna1	1.02741198485682	0.691	0.415	0.276	5.32667886004295e-08	0.00125134339780129
0	Sh3bp1	1.13117901440276	0.264	0.079	0.185	6.14812774227899e-08	0.00144431816921618
0	Npy5r	1.43593099622406	0.209	0.054	0.155	7.49622356175766e-08	0.00176101283912811
0	Strip2	1.45947037152926	0.264	0.082	0.182	9.2344937549749e-08	0.0021693672729187
0	Asah2	1.10153144126634	0.464	0.198	0.266	9.5907314342086e-08	0.00225305462852428
0	Slc2a2	1.40280402489812	0.309	0.107	0.202	1.01812248374698e-07	0.0023917733388184
0	A730090N16Rik	1.1607231936577	0.309	0.109	0.2	1.12686051603453e-07	0.00264722072426831
0	Antxr1	1.35598538815139	0.418	0.177	0.241	1.29600775588999e-07	0.00304458142013676
0	Prdm5	1.20761849092003	0.264	0.084	0.18	1.74846302001449e-07	0.00410748932661804
0	Kcnh5	1.07660015849067	0.673	0.412	0.261	1.94625995353518e-07	0.00457215388284485
0	A430010J10Rik	1.60970872130605	0.236	0.074	0.162	2.27998808876099e-07	0.00535614801811732
0	Pir	1.52751234664528	0.227	0.068	0.159	2.60877172374773e-07	0.00612852653342816
0	Epha4	1.13903505692425	0.409	0.184	0.225	2.84803415918209e-07	0.00669060184675056
0	4930590J08Rik	1.48557928151052	0.218	0.063	0.155	3.80193316731759e-07	0.00893150139666247
0	Trim67	1.44865546502044	0.236	0.074	0.162	4.0829248297574e-07	0.00959160701006609
0	Abcc8	1.02879162813376	0.382	0.158	0.224	5.30638719892128e-07	0.0124657648077059
0	Ppard	1.03589441623475	0.3	0.11	0.19	6.43048060520243e-07	0.0151064850377416
0	Thsd7b	1.55432875471405	0.536	0.329	0.207	6.55977835615046e-07	0.0154102313142686
0	Sh2d3c	1.32594508918535	0.255	0.086	0.169	6.77438076176142e-07	0.0159143752855299
0	Rhoj	1.65877773689092	0.273	0.1	0.173	6.87545892220306e-07	0.0161518281000394
0	Syt12	1.25899278358164	0.264	0.091	0.173	6.88118653230149e-07	0.0161652834016827
0	Gm4128	1.15385101477714	0.209	0.061	0.148	7.34173001457777e-07	0.0172471921502461
0	Esyt1	1.40629940319191	0.255	0.086	0.169	7.59168207113728e-07	0.0178343795215157
0	Tacr1	1.55039706774857	0.227	0.074	0.153	9.16087779074535e-07	0.021520734106019
0	Arhgap15	1.00048153528699	0.4	0.182	0.218	9.98572975838645e-07	0.0234584763484015
0	Hapln4	1.78353253862626	0.245	0.081	0.164	1.0555385239482e-06	0.0247967110045911
0	Cabyr	1.43497225890938	0.2	0.058	0.142	1.19448414779855e-06	0.0280608216000836
0	C77080	1.38979962275498	0.209	0.063	0.146	1.4329357548563e-06	0.0336625267530842
0	Dpf3	1.20849157425259	0.427	0.21	0.217	1.65487465206312e-06	0.0388763153262667
0	Decr2	1.51167859724948	0.282	0.103	0.179	1.69705946273451e-06	0.039867320898559
0	Extl2	1.1183907064595	0.3	0.116	0.184	1.97888159586744e-06	0.0464878864501179
0	Pcdh19	1.07019947725884	0.564	0.298	0.266	2.06623614043449e-06	0.048540019411087
0	Whrn	1.02741514869856	0.318	0.126	0.192	2.26764878542188e-06	0.0532716052671309
0	Gm26703	1.23966088554182	0.2	0.061	0.139	3.24115001639501e-06	0.0761410961851515
0	Abcc4	1.02020646651537	0.227	0.075	0.152	3.66355746714059e-06	0.0860642920180667
0	St5	1.02655189609194	0.327	0.137	0.19	4.20638781750605e-06	0.0988164626088522
0	Itga4	1.49095200258868	0.209	0.068	0.141	4.78428764231756e-06	0.112392485293324
0	Cachd1	1.01101659290629	0.236	0.082	0.154	5.03999881707674e-06	0.118399652210767
0	Gm26862	1.08070417798666	0.291	0.117	0.174	5.13617695031165e-06	0.120659068916721
0	Gm10827	1.22977437846041	0.2	0.063	0.137	5.56935379106863e-06	0.130835259259784
0	Gm5089	1.19497113117402	0.355	0.168	0.187	5.65159041505473e-06	0.132767162030466
0	Mtmr11	1.23228987243694	0.209	0.068	0.141	5.9724372470734e-06	0.140304495808248
0	Abracl	1.30551798917549	0.218	0.075	0.143	6.00172215325659e-06	0.140992456824304
0	Necab3	1.23906163905479	0.318	0.133	0.185	6.07145298591322e-06	0.142630573545073
0	Nppc	1.17462128785348	0.336	0.147	0.189	6.17354232685458e-06	0.145028856342468
0	Gm13630	1.01887997840855	0.336	0.142	0.194	6.29454288818516e-06	0.147871401529246
0	Epdr1	1.34145872918605	0.455	0.224	0.231	6.49464022882483e-06	0.152572088255553
0	Abcb4	1.19416823442187	0.345	0.156	0.189	6.5528178350465e-06	0.153938796580912
0	A330074K22Rik	1.20003599645112	0.209	0.068	0.141	6.83621170939781e-06	0.160596285477173
0	Unc5a	1.14070608726432	0.209	0.07	0.139	7.70934538146731e-06	0.18110794170143
0	Actr3b	1.22295854017956	0.518	0.282	0.236	7.84763805753178e-06	0.184356713247537
0	Cdc25b	1.0584696289482	0.236	0.086	0.15	8.45980229923412e-06	0.198737675613608
0	Myb	1.15240239293709	0.2	0.065	0.135	9.3831851996847e-06	0.220429786710993
0	Asap3	1.30477385218048	0.2	0.067	0.133	1.03332437980738e-05	0.242748563304351
0	Zcchc4	1.42324275719098	0.264	0.105	0.159	1.06541804176667e-05	0.250288006371826
0	Gm28410	1.15494836768426	0.236	0.086	0.15	1.14936050856928e-05	0.270007770673095
0	Gm9866	1.15603192480126	0.291	0.124	0.167	1.32099163091129e-05	0.31032735393368
0	Hmg20b	1.02289287371998	0.209	0.07	0.139	1.35546570212876e-05	0.318426002744089
0	Ctr9	1.03114843073562	0.382	0.184	0.198	1.48444424332077e-05	0.348725641640916
0	Gca	1.33868906771295	0.227	0.084	0.143	1.60871397211686e-05	0.377919086329692
0	Ankrd61	1.12835076828016	0.227	0.082	0.145	1.61398432828272e-05	0.379157198400176
0	Acly	1.12500870543443	0.318	0.145	0.173	1.61489346360899e-05	0.379370772471024
0	Ckmt2	1.00618371126416	0.245	0.095	0.15	1.74069527440433e-05	0.408924133863066
0	Cdh3	1.10231465058	0.345	0.168	0.177	1.81100336019041e-05	0.425440909375931
0	Gm40437	1.06201739092666	0.282	0.116	0.166	1.96183653285776e-05	0.460874638298945
0	Gm15336	1.1065701895273	0.382	0.201	0.181	2.37042759032132e-05	0.556860849518284
0	Gbe1	1.10422929343751	0.318	0.151	0.167	2.57900048041544e-05	0.605858792859196
0	Dock2	1.43648655580846	0.209	0.077	0.132	3.02663479866777e-05	0.711017046903032
0	Arhgap31	1.37495580344365	0.3	0.144	0.156	3.06262299640243e-05	0.719471394314858
0	Akain1	1.05764157634181	0.273	0.116	0.157	3.29516191309159e-05	0.774099436623477
0	Zfp536	1.07200575113042	0.455	0.257	0.198	3.50287970740606e-05	0.822896500863833
0	Slc25a33	1.01323375942109	0.355	0.173	0.182	4.04328434566538e-05	0.949848358483711
0	A930012L18Rik	1.1602168854419	0.209	0.077	0.132	4.45825804349773e-05	1
0	Mdp1	1.44392007779908	0.2	0.074	0.126	5.2178678888581e-05	1
0	Gm26788	1.33373467843436	0.236	0.098	0.138	7.1916306111417e-05	1
0	L3mbtl4	1.03446654362326	0.291	0.135	0.156	7.53811326150592e-05	1
0	Scrib	1.02365420031399	0.227	0.089	0.138	7.57087749724721e-05	1
0	4933426B08Rik	1.15688290882529	0.209	0.081	0.128	7.6835332738881e-05	1
0	Rell2	1.18470011686424	0.364	0.186	0.178	8.08216115717907e-05	1
0	Gm9750	1.51343997390134	0.209	0.084	0.125	8.12032886121659e-05	1
0	Fbxl7	2.14749147731321	0.318	0.163	0.155	8.72425477990163e-05	1
0	Gpr183	1.09305733626123	0.209	0.079	0.13	9.06337606583804e-05	1
0	Pik3cd	1.04764663631364	0.2	0.075	0.125	0.000102517932808923	1
0	B3gnt2	1.06923931927361	0.236	0.1	0.136	0.000111916259314169	1
0	Orc1	1.00655015286767	0.318	0.156	0.162	0.000115266140649162	1
0	Nrsn1	1.3645163700964	0.345	0.184	0.161	0.000117074685085433	1
0	Mtap	1.05719753244552	0.2	0.075	0.125	0.000117976988546193	1
0	Grm8	1.25179383841495	0.655	0.55	0.105	0.000125701015330866	1
0	Cir1	1.13875570702368	0.382	0.198	0.184	0.000177143045109334	1
0	Pde1a	1.41106111067214	0.427	0.256	0.171	0.000178094500652429	1
0	Cradd	1.03424157955261	0.255	0.117	0.138	0.00019384572981288	1
0	Tmem178	1.26174064957449	0.255	0.121	0.134	0.00024713011951598	1
0	Tmem132d	1.00365164000543	0.3	0.152	0.148	0.000303094849447124	1
0	Larp1b	1.02358144909594	0.582	0.366	0.216	0.000330607977587854	1
0	Pigq	1.25989183354201	0.282	0.135	0.147	0.000401139619229836	1
0	Myo1c	1.06357004246629	0.218	0.095	0.123	0.000414672011738147	1
0	Rita1	1.42051243665539	0.2	0.086	0.114	0.000495327774373508	1
0	Bag1	1.32285429028133	0.2	0.084	0.116	0.000587958440723383	1
0	Pmepa1	1.33290373672965	0.345	0.205	0.14	0.000956454765986359	1
0	Pigl	1.04748596136815	0.236	0.116	0.12	0.0012488113603721	1
0	Cdh20	1.01233142796659	0.509	0.363	0.146	0.00170734398349479	1
0	Bpgm	1.17450253953706	0.209	0.102	0.107	0.00278963375832375	1
0	Mat2b	1.1979940085287	0.218	0.109	0.109	0.00349248678894209	1
0	Gm48837	1.24676735505481	0.218	0.112	0.106	0.00363649579217151	1
0	Fra10ac1	1.05527997672583	0.418	0.266	0.152	0.00443657654571959	1
0	Sdk2	1.07609963978891	0.255	0.149	0.106	0.00573744497315768	1
0	Gm13832	1.00294498178814	0.2	0.11	0.09	0.00768774710816448	1
1	Unc5cl	4.74970002577435	0.819	0.04	0.779	2.06092522571839e-90	4.84152554025764e-86
1	Lmo3	3.74340060539961	0.981	0.17	0.811	2.06336024144802e-78	4.84724587920968e-74
1	Tac1	3.50160659682886	0.943	0.142	0.801	4.96487660350464e-76	1.16634881169531e-71
1	Sox5os4	3.16351494983768	0.905	0.141	0.764	5.38632274135726e-66	1.26535493839965e-61
1	Sox5	3.07083012472057	1	0.361	0.639	7.78778687204454e-62	1.8295068919807e-57
1	Cacna2d1	2.77160464323349	0.99	0.255	0.735	9.09749343927256e-61	2.13718315875391e-56
1	Pde11a	2.64583822391212	0.943	0.168	0.775	5.57343345602241e-60	1.30931098748879e-55
1	Maml3	2.98403902890651	1	0.536	0.464	3.22273762447538e-55	7.57085522741757e-51
1	Gna14	3.44156913800109	0.676	0.071	0.605	1.08240926499692e-53	2.54279584533076e-49
1	Arhgap6	2.56939230998769	0.99	0.547	0.443	3.35239346596694e-53	7.87544273024954e-49
1	Otof	2.5186606603368	0.952	0.278	0.674	3.61502104533531e-50	8.4924074397017e-46
1	Galntl6	2.32740460361951	1	0.764	0.236	5.01042275097519e-50	1.17704851265909e-45
1	Arhgap24	2.86339919040673	0.952	0.372	0.58	1.21860155154616e-49	2.86273876489225e-45
1	Vwc2l	2.81233307639664	0.867	0.207	0.66	5.18026418118384e-49	1.21694766144371e-44
1	Gpr101	4.08715109031537	0.581	0.061	0.52	5.00868698901257e-48	1.17664074745883e-43
1	Gm37229	3.55419903471436	0.695	0.111	0.584	3.15066672236725e-47	7.40154626418513e-43
1	Trpc3	3.48288214171396	0.714	0.128	0.586	3.7158596279452e-47	8.72929743796886e-43
1	Sst	3.39243420722962	0.857	0.283	0.574	6.66502830684228e-47	1.56574844984339e-42
1	Ppp3ca	1.40955591227349	1	0.99	0.01	3.66268126087032e-46	8.60437081803656e-42
1	Pde1c	2.41094986163625	0.962	0.424	0.538	1.58081877477971e-45	3.71365946571251e-41
1	Itpr1	2.81678083417065	0.867	0.281	0.586	1.32156736163736e-44	3.10462604595848e-40
1	Pcdh15	1.91185735434494	1	0.753	0.247	2.27150909789081e-44	5.33622917276509e-40
1	Csmd3	1.33874667567881	1	0.988	0.012	2.55908148693475e-43	6.01179422910712e-39
1	Gm15261	2.42783262035038	0.971	0.486	0.485	3.15689505704508e-43	7.41617786801031e-39
1	Pola1	2.64137995610053	0.914	0.408	0.506	3.84276983447196e-43	9.02743489514152e-39
1	Klhl1	2.2156899411005	0.952	0.321	0.631	4.46133704499681e-43	1.04805729861065e-38
1	Lrrtm4	1.49757009041296	1	0.906	0.094	5.67488894427077e-43	1.33314491078809e-38
1	Kcnd3	2.04253989002164	0.99	0.618	0.372	5.99293919321853e-43	1.4078612752709e-38
1	Epha3	3.01381219698481	0.771	0.189	0.582	1.34391866355457e-42	3.15713372442238e-38
1	Arhgap42	3.72052243722842	0.667	0.135	0.532	4.06413097429864e-42	9.54745648482236e-38
1	Pde4b	1.71990449092623	1	0.752	0.248	5.78796407727013e-42	1.3597085210323e-37
1	Thsd4	2.62438120710467	0.895	0.372	0.523	9.76764727511382e-42	2.29461569786974e-37
1	Tmem163	2.82974780272322	0.752	0.146	0.606	1.3020207548786e-41	3.05870715736081e-37
1	Plcxd3	2.37743419049434	0.962	0.589	0.373	2.57020018962709e-41	6.03791428547196e-37
1	Ebf2	1.98007313705014	0.943	0.281	0.662	6.59819558837281e-41	1.55004810762054e-36
1	Grin3a	2.04261366996071	0.99	0.618	0.372	6.64387206839703e-41	1.56077842630783e-36
1	Tafa1	1.68534688734351	1	0.309	0.691	4.20200474561397e-40	9.87134954839633e-36
1	Vav3	3.08491827430346	0.705	0.167	0.538	2.08309888523581e-38	4.89361590119596e-34
1	Kcnip4	1.57937642810688	1	0.839	0.161	4.58060050054764e-38	1.07607466958865e-33
1	Unc5d	1.68981740108363	1	0.623	0.377	1.74115388743044e-37	4.09031871235159e-33
1	Nr3c1	2.66393103435999	0.771	0.22	0.551	2.29498898874778e-37	5.39138813236629e-33
1	Dab1	1.6507871848936	1	0.693	0.307	2.51824158511891e-37	5.91585313176134e-33
1	Adgrb3	1.02356596650457	1	0.997	0.003	3.15817340348128e-37	7.41918095945822e-33
1	Inpp4b	1.6440959015632	0.99	0.615	0.375	4.48397343004622e-37	1.05337503818646e-32
1	Kif26b	1.55925300468511	0.981	0.759	0.222	8.49829880323026e-37	1.99642035485485e-32
1	Dscam	1.73676738266539	0.981	0.542	0.439	6.25506156347036e-36	1.46943906249046e-31
